commit,metric,unit,direction,p50
7f8f30ac7e90e601eba9315a6a838b7f64b97315,cold_start_base,ms,lower,456.5
7f8f30ac7e90e601eba9315a6a838b7f64b97315,cold_start_clocksource,ms,lower,442.6
7f8f30ac7e90e601eba9315a6a838b7f64b97315,cold_start_cryptomgr_notests,ms,lower,444.6
7f8f30ac7e90e601eba9315a6a838b7f64b97315,cold_start_mitigations_off,ms,lower,418.5
7f8f30ac7e90e601eba9315a6a838b7f64b97315,cold_start_no_timer_check,ms,lower,400.1
7f8f30ac7e90e601eba9315a6a838b7f64b97315,cold_start_nokaslr,ms,lower,431.5
7f8f30ac7e90e601eba9315a6a838b7f64b97315,cold_start_random_trust_cpu,ms,lower,464.3
7f8f30ac7e90e601eba9315a6a838b7f64b97315,cold_start_rcu_expedited,ms,lower,453.5
7f8f30ac7e90e601eba9315a6a838b7f64b97315,cold_start_tsc_reliable,ms,lower,465.1
7f8f30ac7e90e601eba9315a6a838b7f64b97315,network_snapshot_cold,ms,lower,473.9
7f8f30ac7e90e601eba9315a6a838b7f64b97315,network_snapshot_restore,ms,lower,175.8
7f8f30ac7e90e601eba9315a6a838b7f64b97315,network_snapshot_restore_wall,ms,lower,249.2
7f8f30ac7e90e601eba9315a6a838b7f64b97315,openvmm_cold_start,ms,lower,371.4759
7f8f30ac7e90e601eba9315a6a838b7f64b97315,openvmm_cold_start_guest_exit_teardown,ms,lower,46.9937
7f8f30ac7e90e601eba9315a6a838b7f64b97315,openvmm_cold_start_peak_rss,MiB,lower,67.48046875
7f8f30ac7e90e601eba9315a6a838b7f64b97315,openvmm_snapshot_generation,ms,lower,2148.6474
7f8f30ac7e90e601eba9315a6a838b7f64b97315,openvmm_snapshot_generation_peak_rss,MiB,lower,68.11328125
7f8f30ac7e90e601eba9315a6a838b7f64b97315,openvmm_snapshot_restore,ms,lower,92.8398
7f8f30ac7e90e601eba9315a6a838b7f64b97315,openvmm_snapshot_restore_guest_exit_teardown,ms,lower,73.2717
7f8f30ac7e90e601eba9315a6a838b7f64b97315,openvmm_snapshot_restore_peak_rss,MiB,lower,16.36328125
7f8f30ac7e90e601eba9315a6a838b7f64b97315,shell_snapshot_cold_128_mib,ms,lower,436.8
7f8f30ac7e90e601eba9315a6a838b7f64b97315,shell_snapshot_cold_256_mib,ms,lower,473.9
7f8f30ac7e90e601eba9315a6a838b7f64b97315,shell_snapshot_cold_512_mib,ms,lower,456
7f8f30ac7e90e601eba9315a6a838b7f64b97315,shell_snapshot_cold_64_mib,ms,lower,438.5
7f8f30ac7e90e601eba9315a6a838b7f64b97315,shell_snapshot_restore_128_mib,ms,lower,120.5
7f8f30ac7e90e601eba9315a6a838b7f64b97315,shell_snapshot_restore_256_mib,ms,lower,125
7f8f30ac7e90e601eba9315a6a838b7f64b97315,shell_snapshot_restore_512_mib,ms,lower,142.1
7f8f30ac7e90e601eba9315a6a838b7f64b97315,shell_snapshot_restore_64_mib,ms,lower,199.1
7f8f30ac7e90e601eba9315a6a838b7f64b97315,virtfs_live_read,MB/s,higher,976.2
7f8f30ac7e90e601eba9315a6a838b7f64b97315,virtfs_live_roundtrip,ms,lower,649
7f8f30ac7e90e601eba9315a6a838b7f64b97315,virtfs_live_write,MB/s,higher,161.6
a63204107d8ec4b8ca60c9bb848f7152321ff46c,cold_start_base,ms,lower,459.1
a63204107d8ec4b8ca60c9bb848f7152321ff46c,cold_start_clocksource,ms,lower,448.9
a63204107d8ec4b8ca60c9bb848f7152321ff46c,cold_start_cryptomgr_notests,ms,lower,451.2
a63204107d8ec4b8ca60c9bb848f7152321ff46c,cold_start_mitigations_off,ms,lower,421.8
a63204107d8ec4b8ca60c9bb848f7152321ff46c,cold_start_no_timer_check,ms,lower,411.3
a63204107d8ec4b8ca60c9bb848f7152321ff46c,cold_start_nokaslr,ms,lower,458.6
a63204107d8ec4b8ca60c9bb848f7152321ff46c,cold_start_random_trust_cpu,ms,lower,463
a63204107d8ec4b8ca60c9bb848f7152321ff46c,cold_start_rcu_expedited,ms,lower,465.3
a63204107d8ec4b8ca60c9bb848f7152321ff46c,cold_start_tsc_reliable,ms,lower,452.5
a63204107d8ec4b8ca60c9bb848f7152321ff46c,network_snapshot_cold,ms,lower,475.7
a63204107d8ec4b8ca60c9bb848f7152321ff46c,network_snapshot_restore,ms,lower,174.2
a63204107d8ec4b8ca60c9bb848f7152321ff46c,network_snapshot_restore_wall,ms,lower,238.3
